customer_id,predicted_churn_probability,risk_bucket,age,customer_tenure_months,current_premium,num_policies,recommended_action
28011,0.1474,4_Bajo,75,83,534.98,1,Cross-sell prioritario (mono-póliza estable)
28012,0.2768,4_Bajo,74,135,1093.14,1,Cross-sell prioritario (mono-póliza estable)
28013,0.1293,4_Bajo,46,130,501.59,1,Cross-sell prioritario (mono-póliza estable)
28020,0.1818,4_Bajo,61,149,491.72,1,Cross-sell prioritario (mono-póliza estable)
28023,0.2658,4_Bajo,39,81,998.79,1,Cross-sell prioritario (mono-póliza estable)
28025,0.1532,4_Bajo,58,143,1295.01,1,Cross-sell prioritario (mono-póliza estable)
28026,0.3477,4_Bajo,71,125,504.57,1,Cross-sell prioritario (mono-póliza estable)
28032,0.1155,4_Bajo,46,113,1436.83,1,Cross-sell prioritario (mono-póliza estable)
28039,0.2279,4_Bajo,35,91,1608.54,1,Cross-sell prioritario (mono-póliza estable)
28045,0.2852,4_Bajo,32,31,855.34,1,Cross-sell prioritario (mono-póliza estable)
28046,0.193,4_Bajo,66,28,1842.81,1,Cross-sell prioritario (mono-póliza estable)
28052,0.1665,4_Bajo,43,95,1300.3,1,Cross-sell prioritario (mono-póliza estable)
28054,0.2195,4_Bajo,53,98,1389.66,1,Cross-sell prioritario (mono-póliza estable)
28058,0.1564,4_Bajo,67,103,880.39,1,Cross-sell prioritario (mono-póliza estable)
28060,0.2912,4_Bajo,69,140,2394.67,1,Cross-sell prioritario (mono-póliza estable)
28063,0.1529,4_Bajo,41,175,1368.07,1,Cross-sell prioritario (mono-póliza estable)
28067,0.2596,4_Bajo,78,107,1306.13,1,Cross-sell prioritario (mono-póliza estable)
28070,0.2014,4_Bajo,57,170,1372.22,1,Cross-sell prioritario (mono-póliza estable)
28074,0.2907,4_Bajo,80,112,1249.97,1,Cross-sell prioritario (mono-póliza estable)
28079,0.3015,4_Bajo,43,45,524.03,1,Cross-sell prioritario (mono-póliza estable)
28081,0.2933,4_Bajo,25,71,756.44,1,Cross-sell prioritario (mono-póliza estable)
28086,0.1412,4_Bajo,67,63,1010.55,1,Cross-sell prioritario (mono-póliza estable)
28087,0.2688,4_Bajo,54,91,1126.57,1,Cross-sell prioritario (mono-póliza estable)
28093,0.2912,4_Bajo,18,137,1454.77,1,Cross-sell prioritario (mono-póliza estable)
28096,0.1988,4_Bajo,81,119,1250.15,1,Cross-sell prioritario (mono-póliza estable)
28101,0.301,4_Bajo,71,174,912.29,1,Cross-sell prioritario (mono-póliza estable)
28105,0.18,4_Bajo,50,117,1155.08,1,Cross-sell prioritario (mono-póliza estable)
28107,0.2611,4_Bajo,55,133,1101.21,1,Cross-sell prioritario (mono-póliza estable)
28115,0.1491,4_Bajo,42,107,1693.66,1,Cross-sell prioritario (mono-póliza estable)
28116,0.3209,4_Bajo,43,74,676.47,1,Cross-sell prioritario (mono-póliza estable)
28121,0.1949,4_Bajo,44,161,264.91,1,Cross-sell prioritario (mono-póliza estable)
28122,0.1983,4_Bajo,28,80,208.75,1,Cross-sell prioritario (mono-póliza estable)
28126,0.2104,4_Bajo,69,143,761.23,1,Cross-sell prioritario (mono-póliza estable)
28127,0.3064,4_Bajo,56,51,1515.08,1,Cross-sell prioritario (mono-póliza estable)
28129,0.1184,4_Bajo,56,49,228.34,1,Cross-sell prioritario (mono-póliza estable)
28131,0.1963,4_Bajo,37,161,1074.02,1,Cross-sell prioritario (mono-póliza estable)
28138,0.2074,4_Bajo,61,77,1456.68,1,Cross-sell prioritario (mono-póliza estable)
28141,0.2425,4_Bajo,49,110,924.62,1,Cross-sell prioritario (mono-póliza estable)
28145,0.3309,4_Bajo,69,158,610.3,1,Cross-sell prioritario (mono-póliza estable)
28147,0.2578,4_Bajo,20,130,1283.05,1,Cross-sell prioritario (mono-póliza estable)
28151,0.2199,4_Bajo,24,60,912.05,1,Cross-sell prioritario (mono-póliza estable)
28158,0.1356,4_Bajo,47,121,639.91,1,Cross-sell prioritario (mono-póliza estable)
28159,0.1916,4_Bajo,44,69,2047.31,1,Cross-sell prioritario (mono-póliza estable)
28161,0.1778,4_Bajo,56,88,286.08,1,Cross-sell prioritario (mono-póliza estable)
28166,0.2968,4_Bajo,41,124,682.28,1,Cross-sell prioritario (mono-póliza estable)
28169,0.3355,4_Bajo,76,169,726.02,1,Cross-sell prioritario (mono-póliza estable)
28191,0.2032,4_Bajo,60,124,528.3,1,Cross-sell prioritario (mono-póliza estable)
28193,0.2759,4_Bajo,37,126,909.79,1,Cross-sell prioritario (mono-póliza estable)
28194,0.256,4_Bajo,71,58,777.67,1,Cross-sell prioritario (mono-póliza estable)
28197,0.2234,4_Bajo,70,128,699.17,1,Cross-sell prioritario (mono-póliza estable)
28200,0.2649,4_Bajo,53,122,877.01,1,Cross-sell prioritario (mono-póliza estable)
28202,0.2587,4_Bajo,24,129,1223.99,1,Cross-sell prioritario (mono-póliza estable)
28212,0.2544,4_Bajo,39,47,1002.83,1,Cross-sell prioritario (mono-póliza estable)
28214,0.2059,4_Bajo,70,178,1741.72,1,Cross-sell prioritario (mono-póliza estable)
28215,0.1287,4_Bajo,52,59,814.34,1,Cross-sell prioritario (mono-póliza estable)
28217,0.1318,4_Bajo,29,62,1215.38,1,Cross-sell prioritario (mono-póliza estable)
28218,0.2775,4_Bajo,44,43,1728.34,1,Cross-sell prioritario (mono-póliza estable)
28224,0.1898,4_Bajo,47,177,719.42,1,Cross-sell prioritario (mono-póliza estable)
28227,0.1028,4_Bajo,48,31,1553.05,1,Cross-sell prioritario (mono-póliza estable)
28228,0.137,4_Bajo,32,155,1569.29,1,Cross-sell prioritario (mono-póliza estable)
28232,0.2604,4_Bajo,22,138,1068.57,1,Cross-sell prioritario (mono-póliza estable)
28233,0.2188,4_Bajo,53,28,1359.34,1,Cross-sell prioritario (mono-póliza estable)
28235,0.2236,4_Bajo,54,152,684.28,1,Cross-sell prioritario (mono-póliza estable)
28238,0.2529,4_Bajo,64,57,680.08,1,Cross-sell prioritario (mono-póliza estable)
28245,0.344,4_Bajo,35,176,890.07,1,Cross-sell prioritario (mono-póliza estable)
28248,0.1952,4_Bajo,55,136,1207.75,1,Cross-sell prioritario (mono-póliza estable)
28257,0.1172,4_Bajo,41,68,1325.48,1,Cross-sell prioritario (mono-póliza estable)
28260,0.3004,4_Bajo,37,16,2371.82,1,Cross-sell prioritario (mono-póliza estable)
28268,0.2527,4_Bajo,56,134,1260.71,1,Cross-sell prioritario (mono-póliza estable)
28269,0.3198,4_Bajo,31,29,1756.43,1,Cross-sell prioritario (mono-póliza estable)
28270,0.3352,4_Bajo,67,119,846.12,1,Cross-sell prioritario (mono-póliza estable)
28271,0.326,4_Bajo,62,19,1154.77,1,Cross-sell prioritario (mono-póliza estable)
28274,0.1351,4_Bajo,58,55,894.94,1,Cross-sell prioritario (mono-póliza estable)
28286,0.21,4_Bajo,61,140,595.44,1,Cross-sell prioritario (mono-póliza estable)
28290,0.1995,4_Bajo,56,72,999.6,1,Cross-sell prioritario (mono-póliza estable)
28292,0.2478,4_Bajo,74,133,236.39,1,Cross-sell prioritario (mono-póliza estable)
28293,0.2902,4_Bajo,27,157,1522.3,1,Cross-sell prioritario (mono-póliza estable)
28297,0.2609,4_Bajo,71,113,538.26,1,Cross-sell prioritario (mono-póliza estable)
28304,0.2554,4_Bajo,48,126,784.56,1,Cross-sell prioritario (mono-póliza estable)
28309,0.3078,4_Bajo,81,74,1113.68,1,Cross-sell prioritario (mono-póliza estable)
28316,0.3365,4_Bajo,75,138,2026.02,1,Cross-sell prioritario (mono-póliza estable)
28317,0.1815,4_Bajo,46,135,1191.44,1,Cross-sell prioritario (mono-póliza estable)
28330,0.2532,4_Bajo,24,136,671.67,1,Cross-sell prioritario (mono-póliza estable)
28331,0.2705,4_Bajo,61,109,1056.77,1,Cross-sell prioritario (mono-póliza estable)
28338,0.1603,4_Bajo,54,96,356.36,1,Cross-sell prioritario (mono-póliza estable)
28340,0.141,4_Bajo,70,84,1425.48,1,Cross-sell prioritario (mono-póliza estable)
28341,0.2565,4_Bajo,33,117,1391.21,1,Cross-sell prioritario (mono-póliza estable)
28348,0.1838,4_Bajo,55,46,809.32,1,Cross-sell prioritario (mono-póliza estable)
28352,0.3258,4_Bajo,51,137,1143.97,1,Cross-sell prioritario (mono-póliza estable)
28356,0.2433,4_Bajo,73,14,1641.51,1,Cross-sell prioritario (mono-póliza estable)
28363,0.2927,4_Bajo,68,175,945.67,1,Cross-sell prioritario (mono-póliza estable)
28368,0.3488,4_Bajo,39,87,809.19,1,Cross-sell prioritario (mono-póliza estable)
28376,0.1286,4_Bajo,47,172,1251.29,1,Cross-sell prioritario (mono-póliza estable)
28378,0.324,4_Bajo,68,169,503.03,1,Cross-sell prioritario (mono-póliza estable)
28384,0.2519,4_Bajo,71,149,1222.7,1,Cross-sell prioritario (mono-póliza estable)
28387,0.2331,4_Bajo,49,100,1736.99,1,Cross-sell prioritario (mono-póliza estable)
28388,0.2831,4_Bajo,78,151,1082.1,1,Cross-sell prioritario (mono-póliza estable)
28389,0.2382,4_Bajo,52,119,1270.3,1,Cross-sell prioritario (mono-póliza estable)
28392,0.29,4_Bajo,70,90,1554.93,1,Cross-sell prioritario (mono-póliza estable)
28394,0.2806,4_Bajo,30,20,1759.88,1,Cross-sell prioritario (mono-póliza estable)
28399,0.313,4_Bajo,32,32,167.44,1,Cross-sell prioritario (mono-póliza estable)
28400,0.3365,4_Bajo,58,98,1031.55,1,Cross-sell prioritario (mono-póliza estable)
28403,0.1912,4_Bajo,60,87,1438.61,1,Cross-sell prioritario (mono-póliza estable)
28406,0.3017,4_Bajo,77,42,1687.25,1,Cross-sell prioritario (mono-póliza estable)
28408,0.2219,4_Bajo,67,154,505.91,1,Cross-sell prioritario (mono-póliza estable)
28410,0.2214,4_Bajo,77,48,1706.33,1,Cross-sell prioritario (mono-póliza estable)
28411,0.2094,4_Bajo,31,167,923.88,1,Cross-sell prioritario (mono-póliza estable)
28416,0.3481,4_Bajo,83,109,1016.1,1,Cross-sell prioritario (mono-póliza estable)
28417,0.2656,4_Bajo,25,80,775.67,1,Cross-sell prioritario (mono-póliza estable)
28421,0.193,4_Bajo,33,86,709.46,1,Cross-sell prioritario (mono-póliza estable)
28422,0.2392,4_Bajo,71,170,755.72,1,Cross-sell prioritario (mono-póliza estable)
28423,0.1514,4_Bajo,59,147,950.98,1,Cross-sell prioritario (mono-póliza estable)
28424,0.2502,4_Bajo,53,32,1215.4,1,Cross-sell prioritario (mono-póliza estable)
28431,0.2631,4_Bajo,37,161,937.83,1,Cross-sell prioritario (mono-póliza estable)
28432,0.236,4_Bajo,39,24,1343.01,1,Cross-sell prioritario (mono-póliza estable)
28434,0.301,4_Bajo,77,81,1935.08,1,Cross-sell prioritario (mono-póliza estable)
28442,0.1504,4_Bajo,47,180,983.87,1,Cross-sell prioritario (mono-póliza estable)
28450,0.1248,4_Bajo,46,161,1350.83,1,Cross-sell prioritario (mono-póliza estable)
28454,0.2805,4_Bajo,18,90,1377.63,1,Cross-sell prioritario (mono-póliza estable)
28459,0.3316,4_Bajo,31,63,1245.75,1,Cross-sell prioritario (mono-póliza estable)
28464,0.3106,4_Bajo,32,131,774.63,1,Cross-sell prioritario (mono-póliza estable)
28467,0.218,4_Bajo,58,145,1557.01,1,Cross-sell prioritario (mono-póliza estable)
28472,0.307,4_Bajo,48,61,1146.04,1,Cross-sell prioritario (mono-póliza estable)
28475,0.1998,4_Bajo,62,139,891.74,1,Cross-sell prioritario (mono-póliza estable)
28476,0.2728,4_Bajo,57,78,910.51,1,Cross-sell prioritario (mono-póliza estable)
28478,0.1838,4_Bajo,61,120,911.25,1,Cross-sell prioritario (mono-póliza estable)
28480,0.332,4_Bajo,18,22,482.66,1,Cross-sell prioritario (mono-póliza estable)
28482,0.3394,4_Bajo,21,82,120.0,1,Cross-sell prioritario (mono-póliza estable)
28486,0.2766,4_Bajo,73,60,1307.92,1,Cross-sell prioritario (mono-póliza estable)
28489,0.2191,4_Bajo,65,121,1104.33,1,Cross-sell prioritario (mono-póliza estable)
28491,0.1964,4_Bajo,39,122,628.18,1,Cross-sell prioritario (mono-póliza estable)
28494,0.177,4_Bajo,57,134,773.54,1,Cross-sell prioritario (mono-póliza estable)
28496,0.3085,4_Bajo,45,78,1523.36,1,Cross-sell prioritario (mono-póliza estable)
28498,0.2762,4_Bajo,18,159,164.98,1,Cross-sell prioritario (mono-póliza estable)
28502,0.2784,4_Bajo,68,132,1450.59,1,Cross-sell prioritario (mono-póliza estable)
28506,0.3246,4_Bajo,66,78,195.62,1,Cross-sell prioritario (mono-póliza estable)
28507,0.2638,4_Bajo,55,112,812.03,1,Cross-sell prioritario (mono-póliza estable)
28516,0.3392,4_Bajo,49,52,1455.7,1,Cross-sell prioritario (mono-póliza estable)
28518,0.2742,4_Bajo,46,136,1311.34,1,Cross-sell prioritario (mono-póliza estable)
28519,0.153,4_Bajo,67,139,695.01,1,Cross-sell prioritario (mono-póliza estable)
28520,0.3381,4_Bajo,75,103,987.82,1,Cross-sell prioritario (mono-póliza estable)
28523,0.1321,4_Bajo,36,133,1021.48,1,Cross-sell prioritario (mono-póliza estable)
28525,0.2715,4_Bajo,51,176,1126.3,1,Cross-sell prioritario (mono-póliza estable)
28530,0.2173,4_Bajo,65,113,1090.92,1,Cross-sell prioritario (mono-póliza estable)
28532,0.2295,4_Bajo,60,80,890.48,1,Cross-sell prioritario (mono-póliza estable)
28533,0.2708,4_Bajo,84,97,601.82,1,Cross-sell prioritario (mono-póliza estable)
28536,0.2325,4_Bajo,75,112,524.48,1,Cross-sell prioritario (mono-póliza estable)
28538,0.277,4_Bajo,60,174,461.65,1,Cross-sell prioritario (mono-póliza estable)
28547,0.3054,4_Bajo,25,81,1110.6,1,Cross-sell prioritario (mono-póliza estable)
28558,0.26,4_Bajo,61,108,1174.74,1,Cross-sell prioritario (mono-póliza estable)
28560,0.1276,4_Bajo,47,57,1900.81,1,Cross-sell prioritario (mono-póliza estable)
28581,0.2751,4_Bajo,46,66,391.99,1,Cross-sell prioritario (mono-póliza estable)
28582,0.2442,4_Bajo,78,150,677.24,1,Cross-sell prioritario (mono-póliza estable)
28590,0.2035,4_Bajo,46,29,1253.04,1,Cross-sell prioritario (mono-póliza estable)
28594,0.1733,4_Bajo,27,45,895.83,1,Cross-sell prioritario (mono-póliza estable)
28601,0.2291,4_Bajo,51,115,707.22,1,Cross-sell prioritario (mono-póliza estable)
28606,0.2773,4_Bajo,60,52,1624.28,1,Cross-sell prioritario (mono-póliza estable)
28607,0.2183,4_Bajo,57,158,853.53,1,Cross-sell prioritario (mono-póliza estable)
28609,0.1687,4_Bajo,43,168,1517.56,1,Cross-sell prioritario (mono-póliza estable)
28611,0.1334,4_Bajo,54,128,223.34,1,Cross-sell prioritario (mono-póliza estable)
28612,0.1304,4_Bajo,50,154,1559.35,1,Cross-sell prioritario (mono-póliza estable)
28615,0.2775,4_Bajo,32,47,341.91,1,Cross-sell prioritario (mono-póliza estable)
28619,0.338,4_Bajo,82,101,1893.22,1,Cross-sell prioritario (mono-póliza estable)
28625,0.3423,4_Bajo,34,107,364.85,1,Cross-sell prioritario (mono-póliza estable)
28631,0.3161,4_Bajo,48,172,1284.84,1,Cross-sell prioritario (mono-póliza estable)
28633,0.2664,4_Bajo,37,169,1167.95,1,Cross-sell prioritario (mono-póliza estable)
28635,0.318,4_Bajo,40,28,470.1,1,Cross-sell prioritario (mono-póliza estable)
28639,0.3454,4_Bajo,60,149,1018.65,1,Cross-sell prioritario (mono-póliza estable)
28640,0.1621,4_Bajo,54,178,721.58,1,Cross-sell prioritario (mono-póliza estable)
28642,0.2755,4_Bajo,57,129,1213.31,1,Cross-sell prioritario (mono-póliza estable)
28644,0.2149,4_Bajo,64,144,1286.84,1,Cross-sell prioritario (mono-póliza estable)
28648,0.2523,4_Bajo,40,156,914.75,1,Cross-sell prioritario (mono-póliza estable)
28649,0.3431,4_Bajo,83,84,1061.25,1,Cross-sell prioritario (mono-póliza estable)
28651,0.347,4_Bajo,67,37,827.23,1,Cross-sell prioritario (mono-póliza estable)
28652,0.3262,4_Bajo,61,72,952.87,1,Cross-sell prioritario (mono-póliza estable)
28659,0.3074,4_Bajo,83,68,759.4,1,Cross-sell prioritario (mono-póliza estable)
28660,0.2803,4_Bajo,31,174,513.88,1,Cross-sell prioritario (mono-póliza estable)
28664,0.2457,4_Bajo,60,72,885.59,1,Cross-sell prioritario (mono-póliza estable)
28670,0.2254,4_Bajo,22,129,1245.8,1,Cross-sell prioritario (mono-póliza estable)
28679,0.2147,4_Bajo,80,53,1394.54,1,Cross-sell prioritario (mono-póliza estable)
28683,0.2838,4_Bajo,67,108,1244.67,1,Cross-sell prioritario (mono-póliza estable)
28687,0.2874,4_Bajo,27,105,716.76,1,Cross-sell prioritario (mono-póliza estable)
28688,0.1703,4_Bajo,44,46,606.75,1,Cross-sell prioritario (mono-póliza estable)
28690,0.2528,4_Bajo,41,90,860.82,1,Cross-sell prioritario (mono-póliza estable)
28704,0.1955,4_Bajo,69,58,1068.63,1,Cross-sell prioritario (mono-póliza estable)
28705,0.2436,4_Bajo,58,127,1313.9,1,Cross-sell prioritario (mono-póliza estable)
28709,0.2196,4_Bajo,23,154,1391.08,1,Cross-sell prioritario (mono-póliza estable)
28710,0.2742,4_Bajo,81,63,1936.8,1,Cross-sell prioritario (mono-póliza estable)
28712,0.2256,4_Bajo,70,80,845.5,1,Cross-sell prioritario (mono-póliza estable)
28713,0.3133,4_Bajo,53,48,1094.04,1,Cross-sell prioritario (mono-póliza estable)
28714,0.3003,4_Bajo,27,97,966.49,1,Cross-sell prioritario (mono-póliza estable)
28719,0.1742,4_Bajo,41,85,869.53,1,Cross-sell prioritario (mono-póliza estable)
28720,0.3455,4_Bajo,48,118,1115.2,1,Cross-sell prioritario (mono-póliza estable)
28731,0.1735,4_Bajo,52,90,1096.69,1,Cross-sell prioritario (mono-póliza estable)
28732,0.2825,4_Bajo,70,137,992.56,1,Cross-sell prioritario (mono-póliza estable)
28744,0.3059,4_Bajo,41,43,1314.42,1,Cross-sell prioritario (mono-póliza estable)
28748,0.2911,4_Bajo,26,167,739.63,1,Cross-sell prioritario (mono-póliza estable)
28751,0.1749,4_Bajo,54,159,1124.71,1,Cross-sell prioritario (mono-póliza estable)
28754,0.2364,4_Bajo,37,127,120.0,1,Cross-sell prioritario (mono-póliza estable)
28761,0.2898,4_Bajo,82,172,622.97,1,Cross-sell prioritario (mono-póliza estable)
28766,0.302,4_Bajo,66,108,1088.04,1,Cross-sell prioritario (mono-póliza estable)
28771,0.2878,4_Bajo,42,125,705.33,1,Cross-sell prioritario (mono-póliza estable)
28775,0.1737,4_Bajo,45,124,1606.47,1,Cross-sell prioritario (mono-póliza estable)
28782,0.1107,4_Bajo,64,109,1791.48,1,Cross-sell prioritario (mono-póliza estable)
28783,0.2692,4_Bajo,63,38,120.0,1,Cross-sell prioritario (mono-póliza estable)
28786,0.1829,4_Bajo,48,101,666.98,1,Cross-sell prioritario (mono-póliza estable)
28790,0.3214,4_Bajo,68,162,898.32,1,Cross-sell prioritario (mono-póliza estable)
28797,0.2752,4_Bajo,69,56,320.14,1,Cross-sell prioritario (mono-póliza estable)
28798,0.2807,4_Bajo,31,128,685.77,1,Cross-sell prioritario (mono-póliza estable)
28813,0.263,4_Bajo,71,156,772.04,1,Cross-sell prioritario (mono-póliza estable)
28814,0.2036,4_Bajo,39,88,168.25,1,Cross-sell prioritario (mono-póliza estable)
28815,0.1995,4_Bajo,74,47,817.83,1,Cross-sell prioritario (mono-póliza estable)
28818,0.2491,4_Bajo,43,125,788.8,1,Cross-sell prioritario (mono-póliza estable)
28820,0.2206,4_Bajo,65,160,1337.16,1,Cross-sell prioritario (mono-póliza estable)
28822,0.222,4_Bajo,41,98,645.83,1,Cross-sell prioritario (mono-póliza estable)
28825,0.2843,4_Bajo,18,130,1105.78,1,Cross-sell prioritario (mono-póliza estable)
28837,0.1275,4_Bajo,62,66,955.5,1,Cross-sell prioritario (mono-póliza estable)
28845,0.2777,4_Bajo,65,151,523.1,1,Cross-sell prioritario (mono-póliza estable)
28846,0.0739,4_Bajo,45,71,1453.76,1,Cross-sell prioritario (mono-póliza estable)
28847,0.3282,4_Bajo,34,76,120.0,1,Cross-sell prioritario (mono-póliza estable)
28862,0.1837,4_Bajo,41,145,1919.32,1,Cross-sell prioritario (mono-póliza estable)
28863,0.144,4_Bajo,66,98,1002.2,1,Cross-sell prioritario (mono-póliza estable)
28867,0.2535,4_Bajo,26,119,1338.6,1,Cross-sell prioritario (mono-póliza estable)
28870,0.1702,4_Bajo,21,115,1091.75,1,Cross-sell prioritario (mono-póliza estable)
28877,0.3142,4_Bajo,79,163,1277.87,1,Cross-sell prioritario (mono-póliza estable)
28878,0.326,4_Bajo,43,81,798.37,1,Cross-sell prioritario (mono-póliza estable)
28882,0.2688,4_Bajo,32,112,1343.79,1,Cross-sell prioritario (mono-póliza estable)
28888,0.2232,4_Bajo,29,102,1194.67,1,Cross-sell prioritario (mono-póliza estable)
28890,0.3486,4_Bajo,59,84,1400.8,1,Cross-sell prioritario (mono-póliza estable)
28892,0.1914,4_Bajo,40,83,1167.16,1,Cross-sell prioritario (mono-póliza estable)
28894,0.2246,4_Bajo,65,157,658.03,1,Cross-sell prioritario (mono-póliza estable)
28897,0.1391,4_Bajo,33,102,936.86,1,Cross-sell prioritario (mono-póliza estable)
28902,0.2726,4_Bajo,71,111,2596.94,1,Cross-sell prioritario (mono-póliza estable)
28905,0.18,4_Bajo,47,172,1350.69,1,Cross-sell prioritario (mono-póliza estable)
28906,0.2984,4_Bajo,23,129,1309.81,1,Cross-sell prioritario (mono-póliza estable)
28910,0.3254,4_Bajo,68,154,1215.65,1,Cross-sell prioritario (mono-póliza estable)
28913,0.3366,4_Bajo,60,77,777.97,1,Cross-sell prioritario (mono-póliza estable)
28917,0.3067,4_Bajo,79,39,309.09,1,Cross-sell prioritario (mono-póliza estable)
28919,0.2728,4_Bajo,39,80,1524.57,1,Cross-sell prioritario (mono-póliza estable)
28922,0.2654,4_Bajo,63,33,439.96,1,Cross-sell prioritario (mono-póliza estable)
28930,0.209,4_Bajo,70,23,622.42,1,Cross-sell prioritario (mono-póliza estable)
28932,0.1396,4_Bajo,63,125,1752.4,1,Cross-sell prioritario (mono-póliza estable)
28937,0.3038,4_Bajo,60,160,983.68,1,Cross-sell prioritario (mono-póliza estable)
28942,0.2658,4_Bajo,40,117,739.09,1,Cross-sell prioritario (mono-póliza estable)
28946,0.2042,4_Bajo,27,28,514.13,1,Cross-sell prioritario (mono-póliza estable)
28948,0.3157,4_Bajo,20,159,137.95,1,Cross-sell prioritario (mono-póliza estable)
28949,0.2604,4_Bajo,27,141,1109.23,1,Cross-sell prioritario (mono-póliza estable)
28955,0.1161,4_Bajo,50,77,760.58,1,Cross-sell prioritario (mono-póliza estable)
28957,0.2859,4_Bajo,75,153,215.8,1,Cross-sell prioritario (mono-póliza estable)
28961,0.1372,4_Bajo,71,103,162.99,1,Cross-sell prioritario (mono-póliza estable)
28966,0.3122,4_Bajo,75,166,826.35,1,Cross-sell prioritario (mono-póliza estable)
28970,0.1689,4_Bajo,52,158,2014.13,1,Cross-sell prioritario (mono-póliza estable)
28971,0.1327,4_Bajo,41,109,1670.35,1,Cross-sell prioritario (mono-póliza estable)
28981,0.1628,4_Bajo,84,29,1312.67,1,Cross-sell prioritario (mono-póliza estable)
28982,0.2029,4_Bajo,70,90,1438.89,1,Cross-sell prioritario (mono-póliza estable)
28984,0.1869,4_Bajo,65,173,198.1,1,Cross-sell prioritario (mono-póliza estable)
28986,0.2379,4_Bajo,78,171,1309.35,1,Cross-sell prioritario (mono-póliza estable)
28990,0.3159,4_Bajo,36,87,390.12,1,Cross-sell prioritario (mono-póliza estable)
28992,0.3133,4_Bajo,61,59,1669.28,1,Cross-sell prioritario (mono-póliza estable)
28995,0.264,4_Bajo,30,170,1086.26,1,Cross-sell prioritario (mono-póliza estable)
28997,0.2629,4_Bajo,52,13,1431.07,1,Cross-sell prioritario (mono-póliza estable)
28998,0.2484,4_Bajo,50,78,1208.79,1,Cross-sell prioritario (mono-póliza estable)
28999,0.1948,4_Bajo,21,71,716.19,1,Cross-sell prioritario (mono-póliza estable)
29002,0.2485,4_Bajo,25,124,1503.37,1,Cross-sell prioritario (mono-póliza estable)
29004,0.3408,4_Bajo,81,170,1463.71,1,Cross-sell prioritario (mono-póliza estable)
29013,0.334,4_Bajo,62,77,1364.55,1,Cross-sell prioritario (mono-póliza estable)
29015,0.2009,4_Bajo,48,28,668.22,1,Cross-sell prioritario (mono-póliza estable)
29022,0.3364,4_Bajo,83,132,1831.96,1,Cross-sell prioritario (mono-póliza estable)
29025,0.3415,4_Bajo,27,25,554.68,1,Cross-sell prioritario (mono-póliza estable)
29028,0.1318,4_Bajo,61,73,755.83,1,Cross-sell prioritario (mono-póliza estable)
29029,0.3289,4_Bajo,85,146,1343.79,1,Cross-sell prioritario (mono-póliza estable)
29031,0.2675,4_Bajo,26,49,170.34,1,Cross-sell prioritario (mono-póliza estable)
29034,0.1324,4_Bajo,59,114,980.84,1,Cross-sell prioritario (mono-póliza estable)
29035,0.2513,4_Bajo,43,115,957.19,1,Cross-sell prioritario (mono-póliza estable)
29037,0.1388,4_Bajo,61,175,872.6,1,Cross-sell prioritario (mono-póliza estable)
29040,0.1319,4_Bajo,60,54,783.62,1,Cross-sell prioritario (mono-póliza estable)
29042,0.2503,4_Bajo,39,137,1430.28,1,Cross-sell prioritario (mono-póliza estable)
29053,0.27,4_Bajo,59,172,342.15,1,Cross-sell prioritario (mono-póliza estable)
29056,0.2932,4_Bajo,78,147,1219.39,1,Cross-sell prioritario (mono-póliza estable)
29068,0.2931,4_Bajo,37,40,650.99,1,Cross-sell prioritario (mono-póliza estable)
29070,0.3298,4_Bajo,80,79,2340.26,1,Cross-sell prioritario (mono-póliza estable)
29072,0.1722,4_Bajo,59,124,529.64,1,Cross-sell prioritario (mono-póliza estable)
29073,0.1537,4_Bajo,39,14,232.18,1,Cross-sell prioritario (mono-póliza estable)
29074,0.2759,4_Bajo,42,146,1126.38,1,Cross-sell prioritario (mono-póliza estable)
29075,0.1233,4_Bajo,58,104,1141.08,1,Cross-sell prioritario (mono-póliza estable)
29081,0.2518,4_Bajo,71,141,185.32,1,Cross-sell prioritario (mono-póliza estable)
29085,0.3164,4_Bajo,80,95,1050.8,1,Cross-sell prioritario (mono-póliza estable)
29086,0.3382,4_Bajo,58,166,688.8,1,Cross-sell prioritario (mono-póliza estable)
29088,0.2696,4_Bajo,77,123,1096.68,1,Cross-sell prioritario (mono-póliza estable)
29094,0.2817,4_Bajo,52,163,1598.65,1,Cross-sell prioritario (mono-póliza estable)
29105,0.2242,4_Bajo,20,18,1447.18,1,Cross-sell prioritario (mono-póliza estable)
29106,0.1763,4_Bajo,46,114,972.95,1,Cross-sell prioritario (mono-póliza estable)
29107,0.2015,4_Bajo,71,61,1424.04,1,Cross-sell prioritario (mono-póliza estable)
29115,0.2556,4_Bajo,47,135,1687.72,1,Cross-sell prioritario (mono-póliza estable)
29120,0.2188,4_Bajo,38,54,700.56,1,Cross-sell prioritario (mono-póliza estable)
29125,0.2686,4_Bajo,65,78,1750.66,1,Cross-sell prioritario (mono-póliza estable)
29126,0.292,4_Bajo,85,167,964.77,1,Cross-sell prioritario (mono-póliza estable)
29134,0.3464,4_Bajo,63,96,881.9,1,Cross-sell prioritario (mono-póliza estable)
29144,0.2217,4_Bajo,39,141,1111.86,1,Cross-sell prioritario (mono-póliza estable)
29149,0.1783,4_Bajo,27,172,1175.76,1,Cross-sell prioritario (mono-póliza estable)
