customer_id,predicted_churn_probability,risk_bucket,risk_score,age,customer_tenure_months,current_premium,num_policies,missed_payment_flag,complaint_flag,coverage_downgrade_flag,quote_requested_flag,premium_change_pct,recommended_action
9315,0.6253,2_Alto,1,25,16,796.74,1,0,0,0,0,0.1314,2_Email personalizado + descuento permanencia
21863,0.6253,2_Alto,1,62,62,775.26,1,0,0,0,0,0.1617,2_Email personalizado + descuento permanencia
22950,0.6252,2_Alto,1,21,64,1363.4,1,0,0,0,0,0.1331,2_Email personalizado + descuento permanencia
21438,0.6252,2_Alto,2,19,80,513.26,1,0,0,0,1,0.1225,2_Email personalizado + descuento permanencia
37558,0.6251,2_Alto,0,18,24,1997.23,1,0,0,0,0,-0.0523,2_Email personalizado + descuento permanencia
6539,0.6251,2_Alto,1,40,165,1074.57,1,0,0,0,0,0.1948,2_Email personalizado + descuento permanencia
49301,0.6251,2_Alto,1,67,38,868.65,1,0,0,0,0,0.1644,2_Email personalizado + descuento permanencia
1845,0.6251,2_Alto,2,68,41,876.11,1,0,0,0,1,-0.032,2_Email personalizado + descuento permanencia
40330,0.6251,2_Alto,1,52,152,905.26,1,0,0,0,0,0.1631,2_Email personalizado + descuento permanencia
33366,0.6251,2_Alto,1,42,30,1009.81,1,0,0,0,0,0.0986,2_Email personalizado + descuento permanencia
48338,0.625,2_Alto,1,31,46,1140.03,1,0,0,0,0,0.155,2_Email personalizado + descuento permanencia
43997,0.625,2_Alto,2,67,81,714.73,1,0,0,0,1,0.1473,2_Email personalizado + descuento permanencia
8603,0.625,2_Alto,1,35,168,651.9,1,0,0,0,0,0.2315,2_Email personalizado + descuento permanencia
47901,0.625,2_Alto,2,72,18,1113.11,1,0,0,0,1,0.1456,2_Email personalizado + descuento permanencia
28756,0.625,2_Alto,1,59,18,1224.46,1,0,0,0,0,0.1043,2_Email personalizado + descuento permanencia
10869,0.6249,2_Alto,1,42,64,881.47,1,0,0,0,0,0.249,2_Email personalizado + descuento permanencia
1019,0.6249,2_Alto,2,20,170,685.57,1,0,0,1,0,0.131,2_Email personalizado + descuento permanencia
20966,0.6249,2_Alto,1,72,1,783.1,1,0,0,0,0,0.018,2_Email personalizado + descuento permanencia
17343,0.6248,2_Alto,2,20,89,327.49,1,0,0,0,1,0.1241,2_Email personalizado + descuento permanencia
43727,0.6248,2_Alto,1,77,115,846.99,1,0,0,0,0,0.1607,2_Email personalizado + descuento permanencia
2533,0.6248,2_Alto,1,80,142,682.35,1,0,0,0,0,0.1552,2_Email personalizado + descuento permanencia
36379,0.6248,2_Alto,2,33,165,1182.45,1,0,0,0,1,0.2503,2_Email personalizado + descuento permanencia
33503,0.6248,2_Alto,1,56,18,1633.74,1,0,0,0,0,0.0308,2_Email personalizado + descuento permanencia
27043,0.6247,2_Alto,2,76,40,2091.45,1,0,0,0,0,0.1134,2_Email personalizado + descuento permanencia
14798,0.6247,2_Alto,2,85,108,1247.36,1,0,0,1,1,-0.062,2_Email personalizado + descuento permanencia
16910,0.6246,2_Alto,2,31,86,1414.08,1,0,0,1,0,0.0515,2_Email personalizado + descuento permanencia
10825,0.6245,2_Alto,1,64,48,2009.37,1,0,0,0,0,0.1594,2_Email personalizado + descuento permanencia
44393,0.6245,2_Alto,1,19,135,2100.13,1,0,0,0,0,0.1768,2_Email personalizado + descuento permanencia
931,0.6245,2_Alto,1,54,88,355.87,1,0,0,0,0,0.225,2_Email personalizado + descuento permanencia
46487,0.6245,2_Alto,1,46,56,1224.87,1,0,0,0,0,0.172,2_Email personalizado + descuento permanencia
6520,0.6244,2_Alto,1,20,103,252.28,1,0,0,0,0,0.1855,2_Email personalizado + descuento permanencia
19466,0.6244,2_Alto,1,85,51,812.74,1,0,0,0,0,0.1025,2_Email personalizado + descuento permanencia
5849,0.6244,2_Alto,1,59,17,1229.49,1,0,1,0,0,-0.0177,2_Email personalizado + descuento permanencia
43970,0.6244,2_Alto,1,23,167,558.43,1,0,0,0,0,0.1341,2_Email personalizado + descuento permanencia
48152,0.6243,2_Alto,2,61,149,630.5,1,0,0,1,0,0.2196,2_Email personalizado + descuento permanencia
19989,0.6243,2_Alto,1,44,37,1122.82,1,0,0,0,0,0.2099,2_Email personalizado + descuento permanencia
39973,0.6243,2_Alto,1,47,132,718.07,1,0,0,0,0,0.1788,2_Email personalizado + descuento permanencia
35963,0.6242,2_Alto,2,48,68,1550.91,1,0,0,0,1,0.1111,2_Email personalizado + descuento permanencia
48965,0.6242,2_Alto,1,50,11,1239.4,1,0,0,0,0,0.0272,2_Email personalizado + descuento permanencia
33989,0.6242,2_Alto,2,72,179,1134.13,1,0,0,1,0,0.1512,2_Email personalizado + descuento permanencia
22224,0.6241,2_Alto,1,53,42,913.04,1,0,0,0,0,0.0898,2_Email personalizado + descuento permanencia
29226,0.6241,2_Alto,1,41,19,1261.3,1,0,0,0,0,-0.0331,2_Email personalizado + descuento permanencia
33274,0.6241,2_Alto,1,84,117,883.29,1,0,0,0,0,0.118,2_Email personalizado + descuento permanencia
49413,0.6241,2_Alto,1,70,144,655.9,1,0,0,0,0,0.1542,2_Email personalizado + descuento permanencia
17115,0.624,2_Alto,1,77,56,894.15,1,0,0,0,0,0.1958,2_Email personalizado + descuento permanencia
40811,0.6239,2_Alto,1,19,121,2048.92,1,0,0,0,0,0.1057,2_Email personalizado + descuento permanencia
21776,0.6239,2_Alto,1,75,64,711.66,1,0,0,0,0,0.1684,2_Email personalizado + descuento permanencia
44869,0.6239,2_Alto,1,54,12,696.77,1,0,0,0,0,0.0071,2_Email personalizado + descuento permanencia
48260,0.6238,2_Alto,2,31,73,711.53,1,0,0,0,1,0.0293,2_Email personalizado + descuento permanencia
9580,0.6238,2_Alto,1,64,24,1274.39,1,0,0,0,0,0.1238,2_Email personalizado + descuento permanencia
5277,0.6238,2_Alto,1,34,45,1458.09,1,0,0,0,0,0.0307,2_Email personalizado + descuento permanencia
47348,0.6238,2_Alto,1,84,57,1723.7,1,0,0,0,0,0.1249,2_Email personalizado + descuento permanencia
7278,0.6237,2_Alto,1,72,133,625.73,1,0,0,0,0,0.1254,2_Email personalizado + descuento permanencia
33110,0.6237,2_Alto,1,75,49,1637.79,1,0,0,0,0,0.189,2_Email personalizado + descuento permanencia
30487,0.6236,2_Alto,1,42,169,207.21,1,0,0,0,0,0.1887,2_Email personalizado + descuento permanencia
5719,0.6235,2_Alto,0,18,17,1248.13,1,0,0,0,0,0.0815,2_Email personalizado + descuento permanencia
43243,0.6234,2_Alto,3,32,86,1420.22,1,0,0,1,1,0.1268,2_Email personalizado + descuento permanencia
46290,0.6233,2_Alto,1,74,31,838.56,1,0,0,0,0,0.0001,2_Email personalizado + descuento permanencia
41261,0.6233,2_Alto,1,53,15,1696.11,1,0,0,0,0,0.0536,2_Email personalizado + descuento permanencia
47014,0.6233,2_Alto,1,68,138,918.06,1,0,0,0,0,0.0916,2_Email personalizado + descuento permanencia
6763,0.6233,2_Alto,1,27,78,857.24,1,0,0,0,0,0.1955,2_Email personalizado + descuento permanencia
29468,0.6233,2_Alto,1,68,83,305.37,1,0,0,0,0,0.1875,2_Email personalizado + descuento permanencia
22785,0.6232,2_Alto,1,69,100,892.13,1,0,0,0,0,0.1433,2_Email personalizado + descuento permanencia
14980,0.6232,2_Alto,1,19,161,1056.51,1,0,1,0,0,0.042,2_Email personalizado + descuento permanencia
5764,0.6232,2_Alto,1,24,118,289.97,1,0,0,0,0,0.1303,2_Email personalizado + descuento permanencia
8109,0.6232,2_Alto,1,62,76,733.35,1,0,0,0,0,0.1921,2_Email personalizado + descuento permanencia
1738,0.6232,2_Alto,1,24,161,1275.15,1,0,0,0,0,0.1013,2_Email personalizado + descuento permanencia
41268,0.6231,2_Alto,2,79,77,1086.84,1,0,0,0,1,0.1004,2_Email personalizado + descuento permanencia
38567,0.6231,2_Alto,1,18,77,1344.43,1,0,0,0,0,0.1249,2_Email personalizado + descuento permanencia
22142,0.6231,2_Alto,1,83,117,843.06,1,0,0,0,0,0.1487,2_Email personalizado + descuento permanencia
17980,0.623,2_Alto,1,44,17,2104.01,1,0,1,0,0,-0.0129,2_Email personalizado + descuento permanencia
35168,0.623,2_Alto,2,40,45,765.84,1,0,0,0,0,0.1032,2_Email personalizado + descuento permanencia
9814,0.623,2_Alto,1,77,23,1757.91,1,0,0,0,0,0.1812,2_Email personalizado + descuento permanencia
33757,0.623,2_Alto,1,81,55,2020.51,1,0,0,0,0,0.1289,2_Email personalizado + descuento permanencia
41595,0.6229,2_Alto,1,45,56,881.48,1,0,0,0,0,0.0489,2_Email personalizado + descuento permanencia
19043,0.6229,2_Alto,1,75,102,575.21,1,0,0,0,0,0.1235,2_Email personalizado + descuento permanencia
38363,0.6228,2_Alto,1,73,123,1520.66,1,0,0,0,0,0.1664,2_Email personalizado + descuento permanencia
24248,0.6228,2_Alto,2,82,13,921.3,2,0,0,0,0,0.1464,2_Email personalizado + descuento permanencia
1078,0.6228,2_Alto,2,29,72,941.04,1,0,1,0,0,0.0361,2_Email personalizado + descuento permanencia
33644,0.6227,2_Alto,1,85,160,1027.64,1,0,0,0,0,0.1632,2_Email personalizado + descuento permanencia
14605,0.6227,2_Alto,1,25,19,464.07,1,0,0,0,0,0.1258,2_Email personalizado + descuento permanencia
33073,0.6227,2_Alto,1,75,141,1569.24,1,0,0,0,0,0.1742,2_Email personalizado + descuento permanencia
8580,0.6226,2_Alto,2,59,14,1408.45,1,0,0,0,1,0.1445,2_Email personalizado + descuento permanencia
22077,0.6226,2_Alto,2,29,68,828.94,1,0,0,0,0,0.1163,2_Email personalizado + descuento permanencia
39317,0.6225,2_Alto,1,38,100,613.85,1,0,0,0,0,0.2437,2_Email personalizado + descuento permanencia
5590,0.6225,2_Alto,1,75,45,895.92,1,0,0,0,0,0.121,2_Email personalizado + descuento permanencia
47705,0.6224,2_Alto,2,53,118,692.2,1,0,0,0,1,0.1691,2_Email personalizado + descuento permanencia
34946,0.6224,2_Alto,3,60,137,954.97,1,0,0,1,1,0.1365,2_Email personalizado + descuento permanencia
25588,0.6224,2_Alto,2,18,68,815.94,1,0,0,0,1,0.1346,2_Email personalizado + descuento permanencia
2978,0.6224,2_Alto,0,78,5,1185.06,1,0,0,0,0,0.0356,2_Email personalizado + descuento permanencia
43375,0.6223,2_Alto,1,23,57,2018.29,1,0,0,0,0,0.0435,2_Email personalizado + descuento permanencia
27928,0.6223,2_Alto,1,50,13,579.26,1,0,0,0,0,0.151,2_Email personalizado + descuento permanencia
25144,0.6223,2_Alto,1,80,131,227.52,1,0,0,0,0,0.149,2_Email personalizado + descuento permanencia
28697,0.6223,2_Alto,2,78,135,870.26,1,0,0,0,1,0.1065,2_Email personalizado + descuento permanencia
16698,0.6223,2_Alto,2,19,176,622.22,1,0,0,1,0,0.0255,2_Email personalizado + descuento permanencia
43862,0.6222,2_Alto,1,44,106,753.83,1,0,0,0,0,0.1629,2_Email personalizado + descuento permanencia
26932,0.6222,2_Alto,1,23,150,633.61,1,0,0,0,0,0.2171,2_Email personalizado + descuento permanencia
47173,0.6222,2_Alto,2,70,79,634.92,1,0,0,1,0,0.1608,2_Email personalizado + descuento permanencia
18383,0.6222,2_Alto,2,25,55,1022.89,1,0,0,0,1,0.0137,2_Email personalizado + descuento permanencia
45593,0.6222,2_Alto,1,55,66,1942.87,1,0,1,0,0,0.0757,2_Email personalizado + descuento permanencia
12538,0.6222,2_Alto,1,20,25,1053.14,1,0,0,0,0,0.0843,2_Email personalizado + descuento permanencia
7422,0.6221,2_Alto,1,76,87,1234.37,1,0,0,0,0,0.1678,2_Email personalizado + descuento permanencia
887,0.6221,2_Alto,1,21,94,135.59,1,0,0,0,0,0.0781,2_Email personalizado + descuento permanencia
7262,0.622,2_Alto,1,25,84,499.73,1,0,0,0,0,0.1936,2_Email personalizado + descuento permanencia
2368,0.622,2_Alto,1,29,116,1272.03,1,0,0,0,0,0.1295,2_Email personalizado + descuento permanencia
36200,0.622,2_Alto,0,46,29,1615.61,1,0,0,0,0,0.0782,2_Email personalizado + descuento permanencia
18860,0.622,2_Alto,1,74,175,943.88,1,0,0,0,0,0.175,2_Email personalizado + descuento permanencia
48982,0.6218,2_Alto,1,59,153,892.59,1,0,0,0,0,0.0903,2_Email personalizado + descuento permanencia
23210,0.6218,2_Alto,2,30,114,820.49,1,0,0,0,1,0.1767,2_Email personalizado + descuento permanencia
5638,0.6217,2_Alto,1,47,65,1278.43,1,0,0,0,0,0.1829,2_Email personalizado + descuento permanencia
18911,0.6217,2_Alto,1,22,23,743.96,1,0,0,0,0,0.1293,2_Email personalizado + descuento permanencia
882,0.6217,2_Alto,1,75,36,1184.01,1,0,0,0,0,0.1433,2_Email personalizado + descuento permanencia
45754,0.6217,2_Alto,1,25,180,1576.37,1,0,0,0,0,0.1219,2_Email personalizado + descuento permanencia
42420,0.6216,2_Alto,2,22,108,2074.6,1,0,0,1,0,0.1279,2_Email personalizado + descuento permanencia
1716,0.6216,2_Alto,1,77,121,1522.88,1,0,0,0,0,0.1652,2_Email personalizado + descuento permanencia
44769,0.6216,2_Alto,1,54,46,1097.24,1,0,0,0,0,0.1772,2_Email personalizado + descuento permanencia
30628,0.6216,2_Alto,2,68,173,588.99,1,0,0,0,1,0.1553,2_Email personalizado + descuento permanencia
16461,0.6215,2_Alto,1,28,57,988.45,1,0,0,0,0,0.1291,2_Email personalizado + descuento permanencia
26399,0.6215,2_Alto,2,38,77,615.8,1,0,0,0,1,0.1868,2_Email personalizado + descuento permanencia
27435,0.6215,2_Alto,0,80,128,614.45,1,0,0,0,0,0.0975,2_Email personalizado + descuento permanencia
45018,0.6214,2_Alto,2,68,77,198.17,1,0,0,1,0,0.1471,2_Email personalizado + descuento permanencia
6616,0.6213,2_Alto,3,19,171,934.46,3,0,0,1,0,0.1167,2_Email personalizado + descuento permanencia
7873,0.6213,2_Alto,2,48,170,837.7,1,0,0,1,0,0.2026,2_Email personalizado + descuento permanencia
12275,0.6213,2_Alto,2,62,126,595.61,1,0,0,0,1,0.1721,2_Email personalizado + descuento permanencia
27485,0.6213,2_Alto,2,52,63,1229.12,1,0,0,0,1,-0.0303,2_Email personalizado + descuento permanencia
7901,0.6213,2_Alto,2,25,68,1379.76,1,0,0,0,1,0.1385,2_Email personalizado + descuento permanencia
10849,0.6213,2_Alto,0,80,18,662.0,1,0,0,0,0,0.0778,2_Email personalizado + descuento permanencia
35807,0.6212,2_Alto,1,55,45,1724.38,1,0,0,0,0,0.1597,2_Email personalizado + descuento permanencia
20660,0.6212,2_Alto,1,78,153,657.75,1,0,0,0,0,0.1747,2_Email personalizado + descuento permanencia
8456,0.6212,2_Alto,1,29,128,901.15,1,0,0,0,0,0.1929,2_Email personalizado + descuento permanencia
40712,0.6212,2_Alto,3,24,163,965.19,1,0,0,1,1,0.1265,2_Email personalizado + descuento permanencia
18386,0.6211,2_Alto,1,53,20,1025.85,1,0,0,0,0,0.0715,2_Email personalizado + descuento permanencia
8771,0.6211,2_Alto,2,52,155,741.37,1,0,0,0,1,0.2064,2_Email personalizado + descuento permanencia
20858,0.6211,2_Alto,2,46,138,1387.1,1,0,1,0,1,0.0941,2_Email personalizado + descuento permanencia
17489,0.621,2_Alto,2,76,104,1688.12,1,0,0,1,0,0.0035,2_Email personalizado + descuento permanencia
14462,0.621,2_Alto,4,38,63,456.68,2,0,0,1,1,0.1707,2_Email personalizado + descuento permanencia
47679,0.621,2_Alto,1,71,21,1285.24,1,0,0,0,0,0.1005,2_Email personalizado + descuento permanencia
15033,0.6209,2_Alto,2,21,142,385.94,1,0,0,0,1,0.132,2_Email personalizado + descuento permanencia
12921,0.6209,2_Alto,2,80,35,294.82,1,0,0,0,0,0.131,2_Email personalizado + descuento permanencia
22621,0.6209,2_Alto,0,84,111,1518.95,1,0,0,0,0,0.0593,2_Email personalizado + descuento permanencia
15724,0.6208,2_Alto,1,20,128,1511.7,1,0,0,0,0,0.107,2_Email personalizado + descuento permanencia
39158,0.6208,2_Alto,1,22,38,1127.95,1,0,0,0,0,0.19,2_Email personalizado + descuento permanencia
10179,0.6207,2_Alto,2,74,83,642.9,1,0,0,1,0,0.1109,2_Email personalizado + descuento permanencia
46633,0.6207,2_Alto,0,85,86,1735.85,1,0,0,0,0,0.0743,2_Email personalizado + descuento permanencia
24471,0.6207,2_Alto,0,72,22,1770.18,1,0,0,0,0,0.0892,2_Email personalizado + descuento permanencia
18148,0.6207,2_Alto,2,64,40,837.22,2,1,0,0,0,0.0346,2_Email personalizado + descuento permanencia
17176,0.6206,2_Alto,1,47,77,228.42,1,0,0,0,0,0.1757,2_Email personalizado + descuento permanencia
41455,0.6206,2_Alto,1,70,81,204.81,1,0,0,0,0,0.1138,2_Email personalizado + descuento permanencia
14801,0.6206,2_Alto,0,81,166,1288.62,1,0,0,0,0,0.0951,2_Email personalizado + descuento permanencia
16807,0.6206,2_Alto,1,53,120,902.69,1,0,0,0,0,0.1764,2_Email personalizado + descuento permanencia
13294,0.6206,2_Alto,2,22,125,1355.22,1,0,0,1,0,0.1456,2_Email personalizado + descuento permanencia
3395,0.6205,2_Alto,1,40,25,925.32,1,0,0,0,0,0.1683,2_Email personalizado + descuento permanencia
12460,0.6205,2_Alto,2,47,113,999.02,1,0,0,1,0,0.2182,2_Email personalizado + descuento permanencia
4773,0.6205,2_Alto,2,30,145,955.35,1,0,0,0,1,0.1511,2_Email personalizado + descuento permanencia
45439,0.6205,2_Alto,1,76,95,1206.63,1,0,1,0,0,0.0398,2_Email personalizado + descuento permanencia
4615,0.6205,2_Alto,1,56,73,1167.28,1,0,0,0,0,0.1985,2_Email personalizado + descuento permanencia
33139,0.6205,2_Alto,2,57,172,1463.92,1,0,0,0,1,0.1625,2_Email personalizado + descuento permanencia
2695,0.6205,2_Alto,0,81,93,1366.13,1,0,0,0,0,0.0924,2_Email personalizado + descuento permanencia
32328,0.6205,2_Alto,1,27,51,793.89,1,0,1,0,0,0.0128,2_Email personalizado + descuento permanencia
2312,0.6205,2_Alto,2,22,62,1304.17,1,0,0,1,0,0.138,2_Email personalizado + descuento permanencia
49511,0.6204,2_Alto,2,58,68,1556.73,1,0,0,1,0,0.2416,2_Email personalizado + descuento permanencia
1304,0.6204,2_Alto,1,78,158,1094.22,1,0,0,0,0,0.1728,2_Email personalizado + descuento permanencia
35779,0.6204,2_Alto,2,18,167,689.89,1,0,0,0,1,0.1225,2_Email personalizado + descuento permanencia
49679,0.6204,2_Alto,1,68,15,1634.01,1,0,0,0,0,0.1405,2_Email personalizado + descuento permanencia
49383,0.6204,2_Alto,0,79,154,766.5,1,0,0,0,0,0.0985,2_Email personalizado + descuento permanencia
32013,0.6203,2_Alto,1,73,139,1376.3,1,0,0,0,0,0.1606,2_Email personalizado + descuento permanencia
11795,0.6203,2_Alto,2,27,162,683.63,1,0,0,0,1,0.1283,2_Email personalizado + descuento permanencia
33562,0.6202,2_Alto,1,59,156,1220.44,1,0,0,0,0,0.2066,2_Email personalizado + descuento permanencia
30081,0.6202,2_Alto,1,72,113,989.8,1,0,0,0,0,0.1167,2_Email personalizado + descuento permanencia
6526,0.6201,2_Alto,1,22,46,1615.32,1,0,0,0,0,0.1079,2_Email personalizado + descuento permanencia
49935,0.6201,2_Alto,1,42,45,203.68,1,0,0,0,0,0.1647,2_Email personalizado + descuento permanencia
736,0.62,2_Alto,2,63,72,830.13,1,0,0,0,1,0.1688,2_Email personalizado + descuento permanencia
29703,0.62,2_Alto,1,23,14,1210.1,1,0,0,0,0,0.1208,2_Email personalizado + descuento permanencia
17613,0.62,2_Alto,1,71,32,493.75,1,0,0,0,0,0.1113,2_Email personalizado + descuento permanencia
15651,0.62,2_Alto,1,59,81,1401.49,1,0,0,0,0,0.0755,2_Email personalizado + descuento permanencia
11544,0.62,2_Alto,1,77,143,731.54,1,0,0,0,0,0.1094,2_Email personalizado + descuento permanencia
34003,0.6199,2_Alto,1,24,73,811.74,1,0,0,0,0,0.1359,2_Email personalizado + descuento permanencia
22307,0.6199,2_Alto,1,68,110,786.07,1,0,0,0,0,0.1354,2_Email personalizado + descuento permanencia
19377,0.6199,2_Alto,2,51,115,680.26,4,0,0,0,1,0.2095,2_Email personalizado + descuento permanencia
26582,0.6199,2_Alto,1,70,22,1785.59,1,0,0,0,0,0.1237,2_Email personalizado + descuento permanencia
43516,0.6198,2_Alto,1,50,17,1012.79,1,0,0,0,0,0.1097,2_Email personalizado + descuento permanencia
40258,0.6198,2_Alto,1,20,140,868.2,1,0,0,0,0,0.2368,2_Email personalizado + descuento permanencia
5085,0.6198,2_Alto,1,53,2,132.81,3,0,0,0,0,0.1154,2_Email personalizado + descuento permanencia
13609,0.6198,2_Alto,1,19,96,546.35,1,0,0,0,0,0.1031,2_Email personalizado + descuento permanencia
39505,0.6198,2_Alto,2,19,136,583.64,1,0,0,0,1,0.1299,2_Email personalizado + descuento permanencia
10538,0.6198,2_Alto,0,80,18,931.26,1,0,0,0,0,0.0794,2_Email personalizado + descuento permanencia
35171,0.6197,2_Alto,0,62,56,1369.1,1,0,0,0,0,0.0121,2_Email personalizado + descuento permanencia
43325,0.6197,2_Alto,1,32,44,1511.04,1,0,1,0,0,0.09,2_Email personalizado + descuento permanencia
1847,0.6197,2_Alto,1,45,25,1607.85,1,0,0,0,0,0.0876,2_Email personalizado + descuento permanencia
36205,0.6197,2_Alto,2,54,38,820.37,1,0,0,0,1,0.1767,2_Email personalizado + descuento permanencia
12977,0.6197,2_Alto,1,49,36,952.79,1,0,0,0,0,0.2902,2_Email personalizado + descuento permanencia
5748,0.6197,2_Alto,1,34,149,988.14,1,0,0,0,0,0.2043,2_Email personalizado + descuento permanencia
31803,0.6196,2_Alto,2,59,122,1059.23,1,0,0,1,0,0.2106,2_Email personalizado + descuento permanencia
11634,0.6195,2_Alto,1,38,94,1373.72,1,0,0,0,0,0.2094,2_Email personalizado + descuento permanencia
22010,0.6195,2_Alto,0,68,28,393.11,1,0,0,0,0,0.0577,2_Email personalizado + descuento permanencia
38055,0.6195,2_Alto,1,74,85,1013.18,1,0,0,0,0,0.1163,2_Email personalizado + descuento permanencia
3144,0.6195,2_Alto,1,56,23,1526.3,1,0,0,0,0,0.1707,2_Email personalizado + descuento permanencia
11439,0.6194,2_Alto,0,84,18,221.71,1,0,0,0,0,0.0584,2_Email personalizado + descuento permanencia
23948,0.6194,2_Alto,1,39,128,1074.62,1,0,0,0,0,0.2176,2_Email personalizado + descuento permanencia
11561,0.6194,2_Alto,1,44,50,618.11,1,0,0,0,0,-0.0381,2_Email personalizado + descuento permanencia
13017,0.6193,2_Alto,2,64,140,625.32,1,0,0,0,1,0.1647,2_Email personalizado + descuento permanencia
14556,0.6193,2_Alto,3,62,168,1098.59,1,0,0,1,1,0.1362,2_Email personalizado + descuento permanencia
46018,0.6193,2_Alto,3,64,178,821.85,1,0,0,1,1,0.1309,2_Email personalizado + descuento permanencia
19288,0.6193,2_Alto,2,24,111,332.06,1,0,0,0,1,0.1414,2_Email personalizado + descuento permanencia
10472,0.6193,2_Alto,1,60,169,750.52,1,0,0,0,0,0.1672,2_Email personalizado + descuento permanencia
6976,0.6193,2_Alto,1,68,135,1534.4,1,0,0,0,0,0.1923,2_Email personalizado + descuento permanencia
8648,0.6193,2_Alto,1,22,45,814.82,1,0,0,0,0,0.0808,2_Email personalizado + descuento permanencia
31493,0.6192,2_Alto,3,43,148,1840.94,1,0,0,1,1,0.13,2_Email personalizado + descuento permanencia
510,0.6192,2_Alto,2,34,153,1104.42,1,0,0,0,1,0.1767,2_Email personalizado + descuento permanencia
20728,0.6192,2_Alto,1,64,114,1066.7,1,0,0,0,0,0.0799,2_Email personalizado + descuento permanencia
49466,0.6192,2_Alto,2,25,145,1192.56,1,0,0,0,1,0.1351,2_Email personalizado + descuento permanencia
19551,0.6191,2_Alto,1,30,50,620.28,1,0,0,0,0,0.1366,2_Email personalizado + descuento permanencia
28365,0.6191,2_Alto,1,45,67,820.46,1,0,0,0,0,0.0609,2_Email personalizado + descuento permanencia
3080,0.6191,2_Alto,2,48,124,183.54,1,0,0,0,1,0.1842,2_Email personalizado + descuento permanencia
48273,0.619,2_Alto,2,28,43,1721.87,1,0,0,0,1,0.1441,2_Email personalizado + descuento permanencia
41655,0.6189,2_Alto,1,85,59,1015.59,1,0,0,0,0,0.0273,2_Email personalizado + descuento permanencia
35797,0.6189,2_Alto,2,29,48,822.1,1,0,0,0,1,0.1501,2_Email personalizado + descuento permanencia
46732,0.6189,2_Alto,1,74,29,1032.0,1,0,0,0,0,0.1552,2_Email personalizado + descuento permanencia
29562,0.6189,2_Alto,1,55,59,1025.89,1,0,0,0,0,0.1752,2_Email personalizado + descuento permanencia
24488,0.6189,2_Alto,1,73,89,821.54,1,0,0,0,0,0.1258,2_Email personalizado + descuento permanencia
17863,0.6189,2_Alto,0,74,110,120.0,1,0,0,0,0,0.0885,2_Email personalizado + descuento permanencia
38309,0.6188,2_Alto,1,84,159,847.33,1,0,0,0,0,0.1083,2_Email personalizado + descuento permanencia
39683,0.6188,2_Alto,1,70,94,2255.72,1,0,0,0,0,0.1973,2_Email personalizado + descuento permanencia
40350,0.6188,2_Alto,1,54,65,794.62,1,0,0,0,0,0.1721,2_Email personalizado + descuento permanencia
42127,0.6188,2_Alto,1,79,157,799.73,1,0,0,0,0,0.2161,2_Email personalizado + descuento permanencia
42520,0.6187,2_Alto,2,40,38,1639.64,1,0,0,1,0,0.0741,2_Email personalizado + descuento permanencia
24042,0.6187,2_Alto,2,36,13,693.64,1,0,0,0,1,-0.02,2_Email personalizado + descuento permanencia
46312,0.6187,2_Alto,1,76,33,1020.51,1,0,0,0,0,0.0015,2_Email personalizado + descuento permanencia
37430,0.6186,2_Alto,3,58,109,1480.98,1,0,0,1,1,0.1305,2_Email personalizado + descuento permanencia
4919,0.6186,2_Alto,1,75,49,154.05,1,0,0,0,0,0.0423,2_Email personalizado + descuento permanencia
19255,0.6186,2_Alto,2,18,85,900.97,1,0,0,1,0,0.1219,2_Email personalizado + descuento permanencia
8694,0.6186,2_Alto,2,70,48,1043.75,1,0,0,0,1,0.1439,2_Email personalizado + descuento permanencia
42249,0.6186,2_Alto,0,82,58,750.45,1,0,0,0,0,0.0719,2_Email personalizado + descuento permanencia
13747,0.6186,2_Alto,1,26,165,976.37,1,0,0,0,0,0.1209,2_Email personalizado + descuento permanencia
648,0.6185,2_Alto,1,54,86,901.27,1,0,0,0,0,0.2637,2_Email personalizado + descuento permanencia
11504,0.6185,2_Alto,1,44,21,2179.89,1,0,0,0,0,0.093,2_Email personalizado + descuento permanencia
21820,0.6185,2_Alto,1,81,107,1466.07,1,0,0,0,0,0.1614,2_Email personalizado + descuento permanencia
11261,0.6184,2_Alto,1,34,45,748.75,1,0,0,0,0,-0.0217,2_Email personalizado + descuento permanencia
10080,0.6184,2_Alto,2,69,114,914.5,1,0,0,0,1,0.1414,2_Email personalizado + descuento permanencia
12169,0.6183,2_Alto,1,82,106,1296.46,1,0,0,0,0,0.1258,2_Email personalizado + descuento permanencia
44114,0.6183,2_Alto,1,82,47,1213.92,1,0,0,0,0,0.0395,2_Email personalizado + descuento permanencia
24936,0.6183,2_Alto,2,25,127,1100.14,1,0,0,0,1,0.1296,2_Email personalizado + descuento permanencia
31910,0.6183,2_Alto,1,46,89,1451.09,1,0,0,0,0,0.2347,2_Email personalizado + descuento permanencia
30564,0.6182,2_Alto,2,26,162,525.47,1,0,0,0,1,0.1369,2_Email personalizado + descuento permanencia
32470,0.6181,2_Alto,1,84,59,560.47,1,0,0,0,0,-0.0677,2_Email personalizado + descuento permanencia
2734,0.6181,2_Alto,1,32,137,947.15,1,0,0,0,0,0.1944,2_Email personalizado + descuento permanencia
